Q106605756	Category:%C3%96jendorfer_Damm
Q105164959	Category:Thedestra%C3%9Fe_39
Q106606011	Category:Theodor-Fahr-Stra%C3%9Fe
Q69895611	Category:Theodor-Haubach-Schule_(Hamburg)
Q114809339	Category:Theodor-Heuss-Platz_(Hamburg)
Q114809341	Category:Theodorstra%C3%9Fe_(Hamburg)
Q102500128	Category:Theresienstieg
Q106690027	Category:Thielbek
Q106606012	Category:Thielickestieg
Q108566876	Category:Thomaskirche_(Hamburg-Bramfeld)
Q108566877	Category:Thomaskirche_(Hamburg-Hausbruch)
Q11722103	Category:Thomaskirche_Meiendorf_(Hamburg-Rahlstedt)
Q106606013	Category:Thomas-Mann-Stra%C3%9Fe_(Hamburg)
Q11951817	Category:Tidekanal
Q82687136	Category:Tiefbunker_Berlinertordamm
Q23786547	Category:Tiefbunker_Kennedybr%C3%BCcke
Q11951820	Category:Tiefstackkanal
Q106606015	Category:Tieloh
Q114809342	Category:Tiergartenstra%C3%9Fe_(Hamburg)
Q2432764	Category:Tiger_(tugboat,_1910)
Q106606016	Category:Tilsiter_Stra%C3%9Fe_(Hamburg)
Q106606017	Category:Timmerloh
Q1612616	Category:Timmermoor
Q106606018	Category:Timmstieg
Q108566879	Category:Timotheuskirche_(Hamburg-Horn)
Q106606019	Category:Tondernstra%C3%9Fe
Q7769600	Category:Top_Ten_Club
Q106606020	Category:Torfst%C3%BCck
Q106606021	Category:Tornquiststra%C3%9Fe
Q114809344	Category:Traberweg_(Hamburg)
Q7831092	Category:Trabrennbahn_Bahrenfeld
Q878324	Category:Trams_in_Hamburg
Q25089228	Category:Transporthaus
Q114809347	Category:Trenknerweg
Q28498635	Category:Treppenviertel
Q114809349	Category:Trettaustra%C3%9Fe
Q106606022	Category:Triftstra%C3%9Fe_(Hamburg)
Q105510161	Category:Trilluper_Weg_3,_5
Q108566880	Category:Trinitatiskirche_Hohenhorst_(Hamburg-Rahlstedt)
Q18681278	Category:Trinkhalle_im_Hamburger_Stadtpark
Q878166	Category:Trockendock_Elbe_17
Q114809352	Category:Troplowitzstra%C3%9Fe
Q2455726	Category:Trostbr%C3%BCcke
Q106606023	Category:Trostbr%C3%BCcke_(street)
Q1524874	Category:TRUDE
Q820800	Category:TSG_Bergedorf
Q1147670	Category:TSV_Sasel
Q106606024	Category:Turmweg_(Hamburg)
Q105336448	Category:Tweeltenbek
Q105336457	Category:Tweeltenbek_(Gew%C3%A4sser)
Q111746891	Category:U-Bahnbr%C3%BCcke_Osterbekkanal
Q209371	Category:U-Bahnhof_%C3%9Cberseequartier
Q2804230	Category:U-Bahnhof_Alsterdorf
Q2465828	Category:U-Bahnhof_Alter_Teichweg
Q811635	Category:U-Bahnhof_Baumwall
Q52690491	Category:U-Bahnhof_Berliner_Tor
Q1751987	Category:U-Bahnhof_Berne
Q2465844	Category:U-Bahnhof_Billstedt
Q2465845	Category:U-Bahnhof_Borgweg
Q15103466	Category:U-Bahnhof_Buchenkamp
Q3646299	Category:U-Bahnhof_Buckhorn
Q2804233	Category:U-Bahnhof_Burgstra%C3%9Fe
Q1719687	Category:U-Bahnhof_Christuskirche
Q1233681	Category:U-Bahnhof_Dehnhaide
Q79851966	Category:U-Bahnhof_Elbbr%C3%BCcken
Q2152075	Category:U-Bahnhof_Emilienstra%C3%9Fe
Q2465872	Category:U-Bahnhof_Eppendorfer_Baum
Q1584382	Category:U-Bahnhof_Farmsen
Q2465884	Category:U-Bahnhof_Feldstra%C3%9Fe
Q15076918	Category:U-Bahnhof_Fuhlsb%C3%BCttel
Q14540885	Category:U-Bahnhof_Fuhlsb%C3%BCttel_Nord
Q822899	Category:U-Bahnhof_G%C3%A4nsemarkt
Q3782339	Category:U-Bahnhof_Habichtstra%C3%9Fe
Q209340	Category:U-Bahnhof_HafenCity_Universit%C3%A4t
Q2363470	Category:U-Bahnhof_Hagenbecks_Tierpark
Q2465907	Category:U-Bahnhof_Hagendeel
Q617501	Category:U-Bahnhof_Hallerstra%C3%9Fe
Q2465909	Category:U-Bahnhof_Hamburger_Stra%C3%9Fe
Q2465914	Category:U-Bahnhof_Hammer_Kirche
Q3783675	Category:U-Bahnhof_Hauptbahnhof_Nord
Q3783676	Category:U-Bahnhof_Hauptbahnhof_S%C3%BCd
Q3786232	Category:U-Bahnhof_Hoheluftbr%C3%BCcke
Q42313180	Category:U-Bahnhof_Horner_Geest
Q2465936	Category:U-Bahnhof_Horner_Rennbahn
Q2465932	Category:U-Bahnhof_Hudtwalckerstra%C3%9Fe
Q2465945	Category:U-Bahnhof_Joachim-M%C3%A4hl-Stra%C3%9Fe
Q30890676	Category:U-Bahnhof_Jungfernstieg
Q2465965	Category:U-Bahnhof_Kellinghusenstra%C3%9Fe
Q15103437	Category:U-Bahnhof_Kiwittsmoor
Q15098644	Category:U-Bahnhof_Klein_Borstel
Q617499	Category:U-Bahnhof_Klosterstern
Q1719628	Category:U-Bahnhof_L%C3%BCbecker_Stra%C3%9Fe
Q15851861	Category:U-Bahnhof_Langenhorn_Markt
Q15851862	Category:U-Bahnhof_Langenhorn_Nord
Q6591260	Category:U-Bahnhof_Lattenkamp
Q2465975	Category:U-Bahnhof_Legienstra%C3%9Fe
Q180052	Category:U-Bahnhof_Lohm%C3%BChlenstra%C3%9Fe
Q2252910	Category:U-Bahnhof_Lutterothstra%C3%9Fe
Q827247	Category:U-Bahnhof_M%C3%B6nckebergstra%C3%9Fe
Q2466005	Category:U-Bahnhof_M%C3%BCmmelmannsberg
Q826773	Category:U-Bahnhof_Me%C3%9Fberg
Q3853997	Category:U-Bahnhof_Meiendorfer_Weg
Q1694188	Category:U-Bahnhof_Merkenstra%C3%9Fe
Q275505	Category:U-Bahnhof_Messehallen
Q658720	Category:U-Bahnhof_Mundsburg
Q2363905	Category:U-Bahnhof_Niendorf_Nord
Q2466015	Category:U-Bahnhof_Niendorf-Markt
Q2466023	Category:U-Bahnhof_Ochsenzoll
Q3881293	Category:U-Bahnhof_Ohlstedt
Q18632070	Category:U-Bahnhof_Oldenfelde
Q2151985	Category:U-Bahnhof_Osterstra%C3%9Fe
Q875571	Category:U-Bahnhof_R%C3%B6dingsmarkt
Q831350	Category:U-Bahnhof_Rathaus_(Hamburg)
Q2466044	Category:U-Bahnhof_Rauhes_Haus
Q1650147	Category:U-Bahnhof_Ritterstra%C3%9Fe
Q2466059	Category:U-Bahnhof_Saarlandstra%C3%9Fe_(Hamburg)
Q2363888	Category:U-Bahnhof_Schippelsweg
Q275746	Category:U-Bahnhof_Schlump
Q2466068	Category:U-Bahnhof_Sengelmannstra%C3%9Fe
Q1417831	Category:U-Bahnhof_Sierichstra%C3%9Fe
Q826353	Category:U-Bahnhof_St._Pauli
Q2466074	Category:U-Bahnhof_Steinfurther_Allee
Q827583	Category:U-Bahnhof_Steinstra%C3%9Fe_(Hamburg)
Q826484	Category:U-Bahnhof_Stephansplatz_(Hamburg)
Q106540816	Category:U-Bahnhof_Sternschanze
Q42321557	Category:U-Bahnhof_Stoltenstra%C3%9Fe
Q6590961	Category:U-Bahnhof_Stra%C3%9Fburger_Stra%C3%9Fe
Q3997085	Category:U-Bahnhof_Trabrennbahn
Q617555	Category:U-Bahnhof_Uhlandstra%C3%9Fe_(Hamburg)
Q4016141	Category:U-Bahnhof_Volksdorf
Q2466085	Category:U-Bahnhof_Wandsbek_Markt
Q108284931	Category:U-Bahnhof_Wandsbeker_Chaussee
Q1398047	Category:U-Bahnhof_Wandsbek-Gartenstadt
Q2466086	Category:U-Bahnhof_Wartenau
Q248623	Category:U-Bahnlinie_U1_(Hamburg)
Q275451	Category:U-Bahnlinie_U2_(Hamburg)
Q781351	Category:U-Bahnlinie_U3_(Hamburg)
Q209739	Category:U-Bahnlinie_U4_(Hamburg)
Q16321051	Category:U-Bahnlinie_U5_(Hamburg)
Q1417357	Category:U-Boot-Bunker_Finkenwerder
Q106606028	Category:Uckermarkweg
Q106606029	Category:Uferstra%C3%9Fe_(Hamburg)
Q106606030	Category:Uhlandstra%C3%9Fe_(Hamburg)
Q18632090	Category:Uhlenhorster_F%C3%A4hrhaus
Q18008736	Category:Uhlenhorster_Kanal
Q101001904	Category:Uhrmacherfachschule_(Hamburg-Ottensen)
Q106606031	Category:Ulmenau
Q110768291	Category:Ulmenliet_20
Q106606032	Category:Ulmenstra%C3%9Fe_(Hamburg)
Q53141282	Category:Umspannwerk_Hamburg-S%C3%BCd
Q53224686	Category:Umspannwerk_Neuhof_(Hamburg)
Q111648232	Category:UNA-HAKRA
Q2494414	Category:Unilever-Haus_(Hamburg)
Q316207	Category:Universit%C3%A4tsklinikum_Hamburg-Eppendorf
Q114809353	Category:Unnastra%C3%9Fe_(Hamburg)
Q2497432	Category:Unterelbe
Q1318152	Category:Unterfeuer_Wittenbergen
Q2499121	Category:Untersuchungsgef%C3%A4ngnis_Holstenglacis
Q106606033	Category:Up_de_Worth_(Hamburg)
Q85626909	Category:Uwe_(ship,_1914,_Brandenburg_an_der_Havel)
Q106606053	Category:V%C3%B6rn_Barkholt
Q106606034	Category:Valentinskamp
Q106606035	Category:Valparaisostra%C3%9Fe
Q106606036	Category:Vasco_da_Gama_Platz
Q114809357	Category:Veddeler_Marktplatz
Q18008791	Category:Veddelkanal
Q66081806	Category:Veddelkanalbr%C3%BCcke
Q25089281	Category:Veloroute_4_(Hamburg)
Q66821215	Category:Veloroute_6_(Hamburg)
Q114809358	Category:Venusberg_(Hamburg)
Q106606037	Category:Vera-Brittain-Ufer_(Hamburg)
Q2513916	Category:Verband_f%C3%BCr_Turnen_und_Freizeit_Hamburg
Q113404581	Category:Verbindungsobjekte_(Diether_Heisig,_Hamburg)
Q114809360	Category:Vereinsstra%C3%9Fe_(Hamburg)
Q18008807	Category:Veringkanal
Q114809361	Category:Veringstra%C3%9Fe_(Hamburg)
Q106606038	Category:Veritaskai
Q15129057	Category:Verlagshaus_Axel_Springer_(Hamburg)
Q62665920	Category:Vers%C3%B6hnungskirche_(Hamburg-Eilbek)
Q2518220	Category:Versmannhaus
Q106606039	Category:Versmannstra%C3%9Fe_(Hamburg)
Q20109111	Category:Vielohgraben
Q23454572	Category:Vier_M%C3%A4nner_auf_Bojen_by_Stephan_Balkenhol
Q114809363	Category:Vierbergen_(Hamburg)
Q114809365	Category:Viereck_(Hamburg)
Q1498475	Category:Vierl%C3%A4nder_Bahn
Q18632417	Category:Vierl%C3%A4nderin-Brunnen
Q885045	Category:Vierlande
Q114809368	Category:Vierlandenstra%C3%9Fe_(Hamburg)
Q98590348	Category:Viktoria-Kaserne_(Hamburg)
Q15133960	Category:Villa_de_Freitas
Q23893321	Category:Villa_Kaltehofe
Q96238262	Category:Villa_S%C3%BCchting
Q106606040	Category:Virchowstra%C3%9Fe_(Hamburg)
Q105170728	Category:Virchowstra%C3%9Fe_50_(Hamburg)
Q105103286	Category:Virchowstra%C3%9Fe_80_(Hamburg)
Q106606041	Category:Vizelinstra%C3%9Fe_(Hamburg)
Q106606054	Category:Vo%C3%9Fhagen_(Hamburg)
Q106606042	Category:Vogelh%C3%BCttendeich
Q106606044	Category:Vogelweide_(Hamburg)
Q106606045	Category:Vogesenstra%C3%9Fe_(Hamburg)
Q114809371	Category:Vogteistra%C3%9Fe_(Hamburg)
Q106606046	Category:Vogteiweg
Q106704959	Category:Vogthof_(Hamburg)
Q114809370	Category:Vogt-Wells-Stra%C3%9Fe
Q106690029	Category:Volksdorfer_Damm
Q110474042	Category:Volksdorfer_Schulkate
Q1971406	Category:Volksdorfer_Teichwiesen
Q1502427	Category:Volksdorfer_Wald
Q106606047	Category:Volksdorfer_Weg_(Hamburg)
Q108016910	Category:Volkshochschule_Hamburg-Ost
Q105847196	Category:Volkshochschule_Leuschnerstra%C3%9Fe
Q26791740	Category:Von_Dratelnscher_Park
Q106606048	Category:Von-Elm-Weg_(Hamburg)
Q106606049	Category:Von-Essen-Stra%C3%9Fe
Q106606051	Category:Von-He%C3%9F-Weg
Q106606050	Category:Von-Hein-Stra%C3%9Fe
Q106606052	Category:Von-Moltke-Bogen
Q109593398	Category:Vorderdeich_151
Q11955004	Category:Vorhorngraben
Q18632530	Category:Vorsetzen
Q106606119	Category:W%C3%B6hlerstra%C3%9Fe_(Hamburg)
Q106606124	Category:W%C3%B6rdenmoorweg
Q21036824	Category:Wacholderpark_Fuhlsb%C3%BCttel
Q106606055	Category:Wacholderweg_(Hamburg)
Q106606056	Category:Wagnerstra%C3%9Fe_(Hamburg)
Q106606057	Category:Wagrierweg
Q18632566	Category:Waisenhaus_(Hamburg)
Q106606058	Category:Waitzstra%C3%9Fe_(Hamburg)
Q1361180	Category:Waldd%C3%B6rfer-Gymnasium
Q106606059	Category:Waldd%C3%B6rferstra%C3%9Fe
Q1266022	Category:Waldfriedhof_Volksdorf
Q2543080	Category:Wallringtunnel
Q106606060	Category:Wallstra%C3%9Fe_(Hamburg)
Q114809372	Category:Walter-Hammer-Weg
Q114809373	Category:Walter-Koch-Weg
Q106606061	Category:Walter-Rothenburg-Weg
Q106606062	Category:Walter-Schmedemann-Stra%C3%9Fe
Q114809374	Category:Waltershofer_Damm
Q114809375	Category:Waltershofer_Stra%C3%9Fe
Q15853617	Category:Wandrahm
Q96375991	Category:Wandrahmsfleet
Q107161972	Category:Wandrahmsfleetbr%C3%BCcke
Q65246760	Category:Wandrahmssteg
Q2548180	Category:Wandsbek_Markt
Q15853621	Category:Wandsbek_Quarree
Q106606063	Category:Wandsbeker_Allee
Q106606064	Category:Wandsbeker_Bahnhofstra%C3%9Fe
Q98492675	Category:Wandsbeker_Chaussee
Q2548173	Category:Wandsbeker_Geh%C3%B6lz
Q106606065	Category:Wandsbeker_K%C3%B6nigstra%C3%9Fe
Q1415919	Category:Wandsbeker_Marktstra%C3%9Fe
Q106606066	Category:Wandsbeker_Stieg
Q106606067	Category:Wandsbeker_Zollstra%C3%9Fe
Q316450	Category:Wandse
Q114809376	Category:Warburgstra%C3%9Fe
Q1734429	Category:Warenhaus_(M%C3%B6nckebergstra%C3%9Fe_16)
Q114809377	Category:Warnckesweg
Q106606068	Category:Wartenau
Q110411202	Category:Wartenau_15
Q106606069	Category:Waseberg
Q106606070	Category:Washingtonallee_(Hamburg)
Q106606071	Category:Wasmannstra%C3%9Fe_(Hamburg)
Q27478711	Category:Wasserschloss_(Hamburg)
Q110756688	Category:Wasserschutzpolizeikommissariat_2_Au%C3%9Fenstelle_Alster
Q54945661	Category:Wasserstoffstation_HafenCity,_Hamburg
Q2550609	Category:Wasserstra%C3%9Fen-_und_Schifffahrtsamt_Hamburg
Q76307605	Category:Wassertreppe_at_Planten_un_Blomen
Q2551788	Category:Wasserturm_der_Stadtwasserkunst_in_Hamburg-Rothenburgsort
Q1805180	Category:Wasserturm_Hamburg-Stellingen
Q2220592	Category:Wasserturm_Lohbr%C3%BCgge
Q999939	Category:Wasserturm_Lokstedt
Q2551829	Category:Wasserturm_Ohlsdorfer_Friedhof
Q2551785	Category:Water_tower,_Hamburg-Langenhorn,_Ochsenzoll
Q2551782	Category:Water_tower_AK_Barmbek
Q106606072	Category:Waterloostra%C3%9Fe_(Hamburg)
Q106606073	Category:Wattkorn
Q114809378	Category:Weckmannweg_(Hamburg)
Q106606074	Category:Weddestra%C3%9Fe
Q145374	Category:Wedeler_Au
Q106606075	Category:Wedeler_Landstra%C3%9Fe
Q106606076	Category:Weg_360
Q114809379	Category:Weg_beim_J%C3%A4ger
Q106606077	Category:Wegenkamp
Q96876132	Category:Wegenkampgraben
Q108876722	Category:Wehlbrook
Q114809380	Category:Wehrmannstra%C3%9Fe_(Hamburg)
Q114809384	Category:Wei%C3%9Fe_Rose_(Hamburg)
Q106606084	Category:Wei%C3%9Fenburger_Stra%C3%9Fe_(Hamburg)
Q15134723	Category:Wei%C3%9Fes_Haus_von_Nienstedten
Q79788650	Category:Weibliche_Gestalt_(Barbara_Haeger)
Q79834008	Category:Weiblicher_Engel_(Barbara_Haeger)
Q106606078	Category:Weichselm%C3%BCnder_Stra%C3%9Fe
Q106606079	Category:Weidemoor_(Hamburg)
Q106606080	Category:Weidenallee
Q106606081	Category:Weidenbaumsweg
Q106606082	Category:Weidenstieg_(Hamburg)
Q106606083	Category:Weidestra%C3%9Fe_(Hamburg)
Q114809381	Category:Weimarer_Stra%C3%9Fe_(Hamburg)
Q114809383	Category:Weissenhof_(Hamburg)
Q881793	Category:Wellingsb%C3%BCttel_Manor
Q76373558	Category:Wellingsb%C3%BCtteler_Landstra%C3%9Fe
Q11955130	Category:Wellingsb%C3%BCttler_Grenzgraben
Q76414372	Category:Wellingsb%C3%BCttler_Weg
Q106606085	Category:Wendemuthstra%C3%9Fe_(Hamburg)
Q106606086	Category:Wendenstra%C3%9Fe_(Hamburg)
Q98382759	Category:Wendloher_Graben
Q106606087	Category:Wentorfer_Stra%C3%9Fe_(Hamburg)
Q106606088	Category:Wentzelplatz
Q106606089	Category:Werderstra%C3%9Fe_(Hamburg)
Q114809385	Category:Werftstra%C3%9Fe_(Hamburg)
Q114809386	Category:Werner-Otto-Stra%C3%9Fe
Q98771749	Category:Wesselhoeftpark
Q98708536	Category:Westerpark_(Hamburg)
Q106606090	Category:Westerrode
Q11955142	Category:Westerrodegraben
Q104223857	Category:Westerschule_Finkenwerder
Q106606091	Category:Westerstra%C3%9Fe_(Hamburg)
Q1971431	Category:Westerweiden
Q11955143	Category:Westlicher_Bahnhofskanal
Q106606092	Category:Westphalensweg
Q114809387	Category:Weusthoffstra%C3%9Fe
Q114809388	Category:Wexstra%C3%9Fe_(Hamburg)
Q108566881	Category:Wichernkirche_(Hamburg-Hamm)
Q2567421	Category:Wichern-Schule_(Hamburg)
Q106606094	Category:Wichernsweg
Q106606095	Category:Wielandstra%C3%9Fe_(Hamburg)
Q100322444	Category:Wiemeldorfer_Moorgraben
Q11955149	Category:Wiemersbek
Q106606096	Category:Wiesendamm_(Hamburg)
Q29479402	Category:Wiesendammbr%C3%BCcke_(Hamburg)
Q106606097	Category:Wiesenredder_(Hamburg)
Q114809389	Category:Wiesingerweg_(Hamburg)
Q114809390	Category:Wikingerweg_(Hamburg)
Q106606098	Category:Wildschwanbrook
Q114809391	Category:Wilhelm-Bauche-Weg
Q1591849	Category:Wilhelm-Gymnasium_(Hamburg)
Q106606099	Category:Wilhelm-Metzger-Stra%C3%9Fe
Q106606100	Category:Wilhelm-Raabe-Weg
Q59084457	Category:Wilhelmsburger_Br%C3%BCcke
Q11955158	Category:Wilhelmsburger_Dove_Elbe
Q26250821	Category:Wilhelmsburger_Inselpark
Q26821645	Category:Wilhelmsburger_Rathauspark
Q2576214	Category:Wilhelmsburger_Reichsstra%C3%9Fe
Q114809392	Category:Wilhelmsburger_Stra%C3%9Fe_(Hamburg)
Q24248553	Category:Wilhelmsburger_Windm%C3%BChle_%22Johanna%22
Q106606101	Category:Wilhelmstra%C3%9Fe_(Hamburg)
Q106606102	Category:Willersweg
Q106606103	Category:Willistra%C3%9Fe_(Hamburg)
Q106606104	Category:Willy-Brandt-Stra%C3%9Fe_(Hamburg)
Q96375006	Category:Willy-Brandt-Stra%C3%9Fe_47_(Hamburg)
Q106606105	Category:Willy-Jacobs-Weg
Q106606106	Category:Wilmersdorfer_Stra%C3%9Fe_(Hamburg)
Q106606107	Category:Wilstedter_Weg
Q106606108	Category:Wilstorfer_Stra%C3%9Fe_(Hamburg)
Q106606109	Category:Wincklerstra%C3%9Fe_(Hamburg)
Q106606110	Category:Windm%C3%BChlenweg_(Hamburg)
Q106606111	Category:Winsener_Stra%C3%9Fe_(Hamburg)
Q187286	Category:Winterhuder_F%C3%A4hrhaus
Q106606112	Category:Winterhuder_Kai
Q106606113	Category:Winterhuder_Marktplatz
Q96776980	Category:Winterhuder_Weg_(Hamburg)
Q106606114	Category:Wittekopsweg
Q106606115	Category:Witth%C3%B6fftstra%C3%9Fe
Q106690039	Category:Witthof_(Hamburg)
Q1385238	Category:Wittmoor
Q7886874	Category:Wittmoor_concentration_camp
Q114809393	Category:Witts_Allee
Q106606116	Category:Woellmerstra%C3%9Fe
Q114809395	Category:Woermannsweg
Q106606117	Category:Wohldorfer_Stra%C3%9Fe_(Hamburg)
Q11955183	Category:Wohldorfer_Wald
Q106606118	Category:Wohlers_Allee_(Hamburg)
Q106606120	Category:Wohlwillstra%C3%9Fe
Q66438340	Category:Wohnanlage_Turmweg_(Hamburg)
Q110424403	Category:Wohnheim_Bornstra%C3%9Fe
Q15132482	Category:Wohnpark_Trabrennbahn_Farmsen
Q1611199	Category:Wolfgang-Meyer-Sportanlage
Q106690033	Category:Wolfgangsweg_(Hamburg)
Q114809396	Category:Wolfshagen_(Hamburg)
Q106606121	Category:Wolliner_Stra%C3%9Fe_(Hamburg)
Q106606122	Category:Woltmanstra%C3%9Fe
Q106606123	Category:Woold_Bergstedt
Q106606125	Category:Woyrschweg
Q106606126	Category:Wrangelkoppel
Q106606127	Category:Wrangelstra%C3%9Fe_(Hamburg)
Q106606128	Category:Wrauster_Bogen
Q109673843	Category:Wrauster_Bogen_54
Q100783329	Category:Wrietreyegraben
Q106606129	Category:Wulffsbl%C3%B6cken
Q106606130	Category:Wulffsgang
Q106606131	Category:Wulffsgrund
Q106606132	Category:Wulffstwiete
Q106606133	Category:Yokohamastra%C3%9Fe_(Hamburg)
Q19312165	Category:Z%C3%BCrich-Haus,_Hamburg
Q108566882	Category:Zach%C3%A4us-Kirche_(Hamburg-Langenhorn)
Q106606134	Category:Zeidlerstra%C3%9Fe_(Hamburg)
Q15855624	Category:Zeisehallen
Q106606135	Category:Zeisigstra%C3%9Fe_(Hamburg)
Q114809397	Category:Zellmannstra%C3%9Fe
Q110556904	Category:Zentrum_f%C3%BCr_Marine_und_Atmosph%C3%A4rische_Wissenschaften
Q106606136	Category:Zeppelinstra%C3%9Fe_(Hamburg)
Q18633233	Category:Zeughausmarkt
Q8063038	Category:ZEUS_(particle_detector)
Q114809398	Category:Zimmermannstra%C3%9Fe_(Hamburg)
Q106606137	Category:Zimmerpforte
Q106606138	Category:Zimmerstra%C3%9Fe_(Hamburg)
Q108566883	Category:Zionskirche_(Hamburg-Hohenfelde)
Q205483	Category:Zippelhaus
Q106606139	Category:Zirkusweg
Q114809399	Category:Zitadellenstra%C3%9Fe
Q106992067	Category:Zitzewitzstra%C3%9Fe
Q1714318	Category:Ziviljustizgeb%C3%A4ude
Q218602	Category:Zollenbr%C3%BCcke
Q218701	Category:Zollkanal
Q220254	Category:Zoo_Hamburg
Q220267	Category:Zoologisches_Museum_Hamburg
Q106606140	Category:Zoppoter_Stra%C3%9Fe_(Hamburg)
Q58443136	Category:Zum_Goldenen_Handschuh
Q2604966	Category:Zum_Silbersack
Q14531344	Category:Zur_Ritze
Q106606141	Category:Zweibr%C3%BCckenstra%C3%9Fe_(Hamburg)
Q59296780	Category:Zweite_Ausschl%C3%A4ger_Br%C3%BCcke
